"As Of Date","Time Series","Value (millions)"
"2002-11-13","PDPUSGTIISNOP","5642"
"2002-11-20","PDPUSGTIISNOP","5703"
"2002-11-27","PDPUSGTIISNOP","5985"
"2002-12-04","PDPUSGTIISNOP","5495"
"2002-12-11","PDPUSGTIISNOP","5052"
"2002-12-18","PDPUSGTIISNOP","4580"
"2002-12-25","PDPUSGTIISNOP","3588"
"2003-01-01","PDPUSGTIISNOP","3279"
"2003-01-08","PDPUSGTIISNOP","708"
"2003-01-15","PDPUSGTIISNOP","740"
"2003-01-22","PDPUSGTIISNOP","1387"
"2003-01-29","PDPUSGTIISNOP","2028"
"2003-02-05","PDPUSGTIISNOP","1038"
"2003-02-12","PDPUSGTIISNOP","2222"
"2003-02-19","PDPUSGTIISNOP","2071"
"2003-02-26","PDPUSGTIISNOP","2579"
"2003-03-05","PDPUSGTIISNOP","2061"
"2003-03-12","PDPUSGTIISNOP","2129"
"2003-03-19","PDPUSGTIISNOP","4311"
"2003-03-26","PDPUSGTIISNOP","1942"
"2003-04-02","PDPUSGTIISNOP","1718"
"2003-04-09","PDPUSGTIISNOP","1747"
"2003-04-16","PDPUSGTIISNOP","1491"
"2003-04-23","PDPUSGTIISNOP","1756"
"2003-04-30","PDPUSGTIISNOP","1131"
"2003-05-07","PDPUSGTIISNOP","801"
"2003-05-14","PDPUSGTIISNOP","-876"
"2003-05-21","PDPUSGTIISNOP","-265"
"2003-05-28","PDPUSGTIISNOP","-297"
"2003-06-04","PDPUSGTIISNOP","175"
"2003-06-11","PDPUSGTIISNOP","810"
"2003-06-18","PDPUSGTIISNOP","1181"
"2003-06-25","PDPUSGTIISNOP","965"
"2003-07-02","PDPUSGTIISNOP","848"
"2003-07-09","PDPUSGTIISNOP","1524"
"2003-07-16","PDPUSGTIISNOP","1134"
"2003-07-23","PDPUSGTIISNOP","-93"
"2003-07-30","PDPUSGTIISNOP","1085"
"2003-08-06","PDPUSGTIISNOP","988"
"2003-08-13","PDPUSGTIISNOP","622"
"2003-08-20","PDPUSGTIISNOP","-30"
"2003-08-27","PDPUSGTIISNOP","1137"
"2003-09-03","PDPUSGTIISNOP","986"
"2003-09-10","PDPUSGTIISNOP","1476"
"2003-09-17","PDPUSGTIISNOP","1815"
"2003-09-24","PDPUSGTIISNOP","-278"
"2003-10-01","PDPUSGTIISNOP","730"
"2003-10-08","PDPUSGTIISNOP","-421"
"2003-10-15","PDPUSGTIISNOP","1834"
"2003-10-22","PDPUSGTIISNOP","2660"
"2003-10-29","PDPUSGTIISNOP","2883"
"2003-11-05","PDPUSGTIISNOP","2797"
"2003-11-12","PDPUSGTIISNOP","2444"
"2003-11-19","PDPUSGTIISNOP","2874"
"2003-11-26","PDPUSGTIISNOP","2523"
"2003-12-03","PDPUSGTIISNOP","1462"
"2003-12-10","PDPUSGTIISNOP","1535"
"2003-12-17","PDPUSGTIISNOP","1716"
"2003-12-24","PDPUSGTIISNOP","1153"
"2003-12-31","PDPUSGTIISNOP","937"
"2004-01-07","PDPUSGTIISNOP","-126"
"2004-01-14","PDPUSGTIISNOP","1129"
"2004-01-21","PDPUSGTIISNOP","557"
"2004-01-28","PDPUSGTIISNOP","1630"
"2004-02-04","PDPUSGTIISNOP","2408"
"2004-02-11","PDPUSGTIISNOP","1354"
"2004-02-18","PDPUSGTIISNOP","1232"
"2004-02-25","PDPUSGTIISNOP","147"
"2004-03-03","PDPUSGTIISNOP","1082"
"2004-03-10","PDPUSGTIISNOP","555"
"2004-03-17","PDPUSGTIISNOP","-560"
"2004-03-24","PDPUSGTIISNOP","-494"
"2004-03-31","PDPUSGTIISNOP","-551"
"2004-04-07","PDPUSGTIISNOP","407"
"2004-04-14","PDPUSGTIISNOP","433"
"2004-04-21","PDPUSGTIISNOP","212"
"2004-04-28","PDPUSGTIISNOP","-870"
"2004-05-05","PDPUSGTIISNOP","-685"
"2004-05-12","PDPUSGTIISNOP","-431"
"2004-05-19","PDPUSGTIISNOP","-400"
"2004-05-26","PDPUSGTIISNOP","-617"
"2004-06-02","PDPUSGTIISNOP","-1436"
"2004-06-09","PDPUSGTIISNOP","-1437"
"2004-06-16","PDPUSGTIISNOP","-1222"
"2004-06-23","PDPUSGTIISNOP","-1152"
"2004-06-30","PDPUSGTIISNOP","-1888"
"2004-07-07","PDPUSGTIISNOP","-2019"
"2004-07-14","PDPUSGTIISNOP","-407"
"2004-07-21","PDPUSGTIISNOP","-107"
"2004-07-28","PDPUSGTIISNOP","-42"
"2004-08-04","PDPUSGTIISNOP","-428"
"2004-08-11","PDPUSGTIISNOP","46"
"2004-08-18","PDPUSGTIISNOP","420"
"2004-08-25","PDPUSGTIISNOP","273"
"2004-09-01","PDPUSGTIISNOP","113"
"2004-09-08","PDPUSGTIISNOP","-643"
"2004-09-15","PDPUSGTIISNOP","-675"
"2004-09-22","PDPUSGTIISNOP","-1279"
"2004-09-29","PDPUSGTIISNOP","-2062"
"2004-10-06","PDPUSGTIISNOP","-2429"
"2004-10-13","PDPUSGTIISNOP","-999"
"2004-10-20","PDPUSGTIISNOP","-1214"
"2004-10-27","PDPUSGTIISNOP","-236"
"2004-11-03","PDPUSGTIISNOP","-449"
"2004-11-10","PDPUSGTIISNOP","-442"
"2004-11-17","PDPUSGTIISNOP","86"
"2004-11-24","PDPUSGTIISNOP","-354"
"2004-12-01","PDPUSGTIISNOP","-603"
"2004-12-08","PDPUSGTIISNOP","-475"
"2004-12-15","PDPUSGTIISNOP","-664"
"2004-12-22","PDPUSGTIISNOP","-86"
"2004-12-29","PDPUSGTIISNOP","-232"
"2005-01-05","PDPUSGTIISNOP","418"
"2005-01-12","PDPUSGTIISNOP","-61"
"2005-01-19","PDPUSGTIISNOP","1304"
"2005-01-26","PDPUSGTIISNOP","1558"
"2005-02-02","PDPUSGTIISNOP","818"
"2005-02-09","PDPUSGTIISNOP","-611"
"2005-02-16","PDPUSGTIISNOP","497"
"2005-02-23","PDPUSGTIISNOP","-455"
"2005-03-02","PDPUSGTIISNOP","-905"
"2005-03-09","PDPUSGTIISNOP","-653"
"2005-03-16","PDPUSGTIISNOP","-1331"
"2005-03-23","PDPUSGTIISNOP","-1946"
"2005-03-30","PDPUSGTIISNOP","-1994"
"2005-04-06","PDPUSGTIISNOP","-1300"
"2005-04-13","PDPUSGTIISNOP","-2132"
"2005-04-20","PDPUSGTIISNOP","-200"
"2005-04-27","PDPUSGTIISNOP","602"
"2005-05-04","PDPUSGTIISNOP","-20"
"2005-05-11","PDPUSGTIISNOP","76"
"2005-05-18","PDPUSGTIISNOP","-775"
"2005-05-25","PDPUSGTIISNOP","-543"
"2005-06-01","PDPUSGTIISNOP","-465"
"2005-06-08","PDPUSGTIISNOP","-1156"
"2005-06-15","PDPUSGTIISNOP","-963"
"2005-06-22","PDPUSGTIISNOP","245"
"2005-06-29","PDPUSGTIISNOP","-196"
"2005-07-06","PDPUSGTIISNOP","561"
"2005-07-13","PDPUSGTIISNOP","-17"
"2005-07-20","PDPUSGTIISNOP","-653"
"2005-07-27","PDPUSGTIISNOP","-877"
"2005-08-03","PDPUSGTIISNOP","-679"
"2005-08-10","PDPUSGTIISNOP","-592"
"2005-08-17","PDPUSGTIISNOP","-519"
"2005-08-24","PDPUSGTIISNOP","-830"
"2005-08-31","PDPUSGTIISNOP","109"
"2005-09-07","PDPUSGTIISNOP","307"
"2005-09-14","PDPUSGTIISNOP","-820"
"2005-09-21","PDPUSGTIISNOP","-367"
"2005-09-28","PDPUSGTIISNOP","-481"
"2005-10-05","PDPUSGTIISNOP","160"
"2005-10-12","PDPUSGTIISNOP","-450"
"2005-10-19","PDPUSGTIISNOP","818"
"2005-10-26","PDPUSGTIISNOP","331"
"2005-11-02","PDPUSGTIISNOP","1318"
"2005-11-09","PDPUSGTIISNOP","1966"
"2005-11-16","PDPUSGTIISNOP","1596"
"2005-11-23","PDPUSGTIISNOP","2050"
"2005-11-30","PDPUSGTIISNOP","894"
"2005-12-07","PDPUSGTIISNOP","1107"
"2005-12-14","PDPUSGTIISNOP","574"
"2005-12-21","PDPUSGTIISNOP","404"
"2005-12-28","PDPUSGTIISNOP","208"
"2006-01-04","PDPUSGTIISNOP","75"
"2006-01-11","PDPUSGTIISNOP","-444"
"2006-01-18","PDPUSGTIISNOP","60"
"2006-01-25","PDPUSGTIISNOP","679"
"2006-02-01","PDPUSGTIISNOP","1094"
"2006-02-08","PDPUSGTIISNOP","1155"
"2006-02-15","PDPUSGTIISNOP","944"
"2006-02-22","PDPUSGTIISNOP","468"
"2006-03-01","PDPUSGTIISNOP","-559"
"2006-03-08","PDPUSGTIISNOP","1057"
"2006-03-15","PDPUSGTIISNOP","655"
"2006-03-22","PDPUSGTIISNOP","686"
"2006-03-29","PDPUSGTIISNOP","608"
"2006-04-05","PDPUSGTIISNOP","823"
"2006-04-12","PDPUSGTIISNOP","964"
"2006-04-19","PDPUSGTIISNOP","-58"
"2006-04-26","PDPUSGTIISNOP","4027"
"2006-05-03","PDPUSGTIISNOP","1939"
"2006-05-10","PDPUSGTIISNOP","1741"
"2006-05-17","PDPUSGTIISNOP","1436"
"2006-05-24","PDPUSGTIISNOP","2070"
"2006-05-31","PDPUSGTIISNOP","1241"
"2006-06-07","PDPUSGTIISNOP","1670"
"2006-06-14","PDPUSGTIISNOP","1226"
"2006-06-21","PDPUSGTIISNOP","571"
"2006-06-28","PDPUSGTIISNOP","814"
"2006-07-05","PDPUSGTIISNOP","127"
"2006-07-12","PDPUSGTIISNOP","-822"
"2006-07-19","PDPUSGTIISNOP","850"
"2006-07-26","PDPUSGTIISNOP","1660"
"2006-08-02","PDPUSGTIISNOP","616"
"2006-08-09","PDPUSGTIISNOP","-1351"
"2006-08-16","PDPUSGTIISNOP","-2793"
"2006-08-23","PDPUSGTIISNOP","-3169"
"2006-08-30","PDPUSGTIISNOP","-2463"
"2006-09-06","PDPUSGTIISNOP","-1484"
"2006-09-13","PDPUSGTIISNOP","-389"
"2006-09-20","PDPUSGTIISNOP","1196"
"2006-09-27","PDPUSGTIISNOP","-218"
"2006-10-04","PDPUSGTIISNOP","-160"
"2006-10-11","PDPUSGTIISNOP","-2709"
"2006-10-18","PDPUSGTIISNOP","1231"
"2006-10-25","PDPUSGTIISNOP","2274"
"2006-11-01","PDPUSGTIISNOP","3514"
"2006-11-08","PDPUSGTIISNOP","3134"
"2006-11-15","PDPUSGTIISNOP","3107"
"2006-11-22","PDPUSGTIISNOP","3481"
"2006-11-29","PDPUSGTIISNOP","3016"
"2006-12-06","PDPUSGTIISNOP","1843"
"2006-12-13","PDPUSGTIISNOP","2587"
"2006-12-20","PDPUSGTIISNOP","2870"
"2006-12-27","PDPUSGTIISNOP","3516"
"2007-01-03","PDPUSGTIISNOP","2579"
"2007-01-10","PDPUSGTIISNOP","3789"
"2007-01-17","PDPUSGTIISNOP","2559"
"2007-01-24","PDPUSGTIISNOP","3687"
"2007-01-31","PDPUSGTIISNOP","4218"
"2007-02-07","PDPUSGTIISNOP","5520"
"2007-02-14","PDPUSGTIISNOP","5042"
"2007-02-21","PDPUSGTIISNOP","4845"
"2007-02-28","PDPUSGTIISNOP","4877"
"2007-03-07","PDPUSGTIISNOP","6120"
"2007-03-14","PDPUSGTIISNOP","4424"
"2007-03-21","PDPUSGTIISNOP","4342"
"2007-03-28","PDPUSGTIISNOP","3275"
"2007-04-04","PDPUSGTIISNOP","3428"
"2007-04-11","PDPUSGTIISNOP","3725"
"2007-04-18","PDPUSGTIISNOP","6112"
"2007-04-25","PDPUSGTIISNOP","8136"
"2007-05-02","PDPUSGTIISNOP","7505"
"2007-05-09","PDPUSGTIISNOP","7095"
"2007-05-16","PDPUSGTIISNOP","7637"
"2007-05-23","PDPUSGTIISNOP","7222"
"2007-05-30","PDPUSGTIISNOP","7509"
"2007-06-06","PDPUSGTIISNOP","7886"
"2007-06-13","PDPUSGTIISNOP","7120"
"2007-06-20","PDPUSGTIISNOP","6896"
"2007-06-27","PDPUSGTIISNOP","7499"
"2007-07-04","PDPUSGTIISNOP","7874"
"2007-07-11","PDPUSGTIISNOP","4690"
"2007-07-18","PDPUSGTIISNOP","5619"
"2007-07-25","PDPUSGTIISNOP","5817"
"2007-08-01","PDPUSGTIISNOP","5454"
"2007-08-08","PDPUSGTIISNOP","5285"
"2007-08-15","PDPUSGTIISNOP","6912"
"2007-08-22","PDPUSGTIISNOP","6357"
"2007-08-29","PDPUSGTIISNOP","7140"
"2007-09-05","PDPUSGTIISNOP","6682"
"2007-09-12","PDPUSGTIISNOP","6354"
"2007-09-19","PDPUSGTIISNOP","4818"
"2007-09-26","PDPUSGTIISNOP","3517"
"2007-10-03","PDPUSGTIISNOP","2766"
"2007-10-10","PDPUSGTIISNOP","3171"
"2007-10-17","PDPUSGTIISNOP","6571"
"2007-10-24","PDPUSGTIISNOP","7818"
"2007-10-31","PDPUSGTIISNOP","6256"
"2007-11-07","PDPUSGTIISNOP","6794"
"2007-11-14","PDPUSGTIISNOP","5460"
"2007-11-21","PDPUSGTIISNOP","5384"
"2007-11-28","PDPUSGTIISNOP","5266"
"2007-12-05","PDPUSGTIISNOP","4611"
"2007-12-12","PDPUSGTIISNOP","5177"
"2007-12-19","PDPUSGTIISNOP","2658"
"2007-12-26","PDPUSGTIISNOP","1574"
"2008-01-02","PDPUSGTIISNOP","1544"
"2008-01-09","PDPUSGTIISNOP","488"
"2008-01-16","PDPUSGTIISNOP","2660"
"2008-01-23","PDPUSGTIISNOP","577"
"2008-01-30","PDPUSGTIISNOP","2104"
"2008-02-06","PDPUSGTIISNOP","1144"
"2008-02-13","PDPUSGTIISNOP","2547"
"2008-02-20","PDPUSGTIISNOP","2546"
"2008-02-27","PDPUSGTIISNOP","3526"
"2008-03-05","PDPUSGTIISNOP","4492"
"2008-03-12","PDPUSGTIISNOP","4827"
"2008-03-19","PDPUSGTIISNOP","4549"
"2008-03-26","PDPUSGTIISNOP","3700"
"2008-04-02","PDPUSGTIISNOP","3400"
"2008-04-09","PDPUSGTIISNOP","2787"
"2008-04-16","PDPUSGTIISNOP","3547"
"2008-04-23","PDPUSGTIISNOP","5672"
"2008-04-30","PDPUSGTIISNOP","6041"
"2008-05-07","PDPUSGTIISNOP","4536"
"2008-05-14","PDPUSGTIISNOP","4016"
"2008-05-21","PDPUSGTIISNOP","4266"
"2008-05-28","PDPUSGTIISNOP","4523"
"2008-06-04","PDPUSGTIISNOP","3156"
"2008-06-11","PDPUSGTIISNOP","2436"
"2008-06-18","PDPUSGTIISNOP","1709"
"2008-06-25","PDPUSGTIISNOP","1353"
"2008-07-02","PDPUSGTIISNOP","306"
"2008-07-09","PDPUSGTIISNOP","448"
"2008-07-16","PDPUSGTIISNOP","2829"
"2008-07-23","PDPUSGTIISNOP","6627"
"2008-07-30","PDPUSGTIISNOP","6299"
"2008-08-06","PDPUSGTIISNOP","6723"
"2008-08-13","PDPUSGTIISNOP","7664"
"2008-08-20","PDPUSGTIISNOP","6572"
"2008-08-27","PDPUSGTIISNOP","6226"
"2008-09-03","PDPUSGTIISNOP","5614"
"2008-09-10","PDPUSGTIISNOP","5937"
"2008-09-17","PDPUSGTIISNOP","8056"
"2008-09-24","PDPUSGTIISNOP","4522"
"2008-10-01","PDPUSGTIISNOP","3536"
"2008-10-08","PDPUSGTIISNOP","4710"
"2008-10-15","PDPUSGTIISNOP","4080"
"2008-10-22","PDPUSGTIISNOP","2899"
"2008-10-29","PDPUSGTIISNOP","4385"
"2008-11-05","PDPUSGTIISNOP","3489"
"2008-11-12","PDPUSGTIISNOP","3672"
"2008-11-19","PDPUSGTIISNOP","3492"
"2008-11-26","PDPUSGTIISNOP","3407"
"2008-12-03","PDPUSGTIISNOP","3696"
"2008-12-10","PDPUSGTIISNOP","3033"
"2008-12-17","PDPUSGTIISNOP","2412"
"2008-12-24","PDPUSGTIISNOP","1162"
"2008-12-31","PDPUSGTIISNOP","1563"
"2009-01-07","PDPUSGTIISNOP","3182"
"2009-01-14","PDPUSGTIISNOP","3567"
"2009-01-21","PDPUSGTIISNOP","1885"
"2009-01-28","PDPUSGTIISNOP","3958"
"2009-02-04","PDPUSGTIISNOP","2959"
"2009-02-11","PDPUSGTIISNOP","3660"
"2009-02-18","PDPUSGTIISNOP","3377"
"2009-02-25","PDPUSGTIISNOP","3809"
"2009-03-04","PDPUSGTIISNOP","4813"
"2009-03-11","PDPUSGTIISNOP","3282"
"2009-03-18","PDPUSGTIISNOP","3504"
"2009-03-25","PDPUSGTIISNOP","1966"
"2009-04-01","PDPUSGTIISNOP","1421"
"2009-04-08","PDPUSGTIISNOP","3573"
"2009-04-15","PDPUSGTIISNOP","3010"
"2009-04-22","PDPUSGTIISNOP","1934"
"2009-04-29","PDPUSGTIISNOP","4858"
"2009-05-06","PDPUSGTIISNOP","2612"
"2009-05-13","PDPUSGTIISNOP","2938"
"2009-05-20","PDPUSGTIISNOP","2868"
"2009-05-27","PDPUSGTIISNOP","1866"
"2009-06-03","PDPUSGTIISNOP","1419"
"2009-06-10","PDPUSGTIISNOP","730"
"2009-06-17","PDPUSGTIISNOP","1079"
"2009-06-24","PDPUSGTIISNOP","831"
"2009-07-01","PDPUSGTIISNOP","457"
"2009-07-08","PDPUSGTIISNOP","1789"
"2009-07-15","PDPUSGTIISNOP","1262"
"2009-07-22","PDPUSGTIISNOP","876"
"2009-07-29","PDPUSGTIISNOP","2315"
"2009-08-05","PDPUSGTIISNOP","1721"
"2009-08-12","PDPUSGTIISNOP","493"
"2009-08-19","PDPUSGTIISNOP","-74"
"2009-08-26","PDPUSGTIISNOP","804"
"2009-09-02","PDPUSGTIISNOP","741"
"2009-09-09","PDPUSGTIISNOP","37"
"2009-09-16","PDPUSGTIISNOP","-238"
"2009-09-23","PDPUSGTIISNOP","-693"
"2009-09-30","PDPUSGTIISNOP","-688"
"2009-10-07","PDPUSGTIISNOP","-868"
"2009-10-14","PDPUSGTIISNOP","-587"
"2009-10-21","PDPUSGTIISNOP","-990"
"2009-10-28","PDPUSGTIISNOP","515"
"2009-11-04","PDPUSGTIISNOP","-190"
"2009-11-11","PDPUSGTIISNOP","133"
"2009-11-18","PDPUSGTIISNOP","-520"
"2009-11-25","PDPUSGTIISNOP","-120"
"2009-12-02","PDPUSGTIISNOP","1320"
"2009-12-09","PDPUSGTIISNOP","1276"
"2009-12-16","PDPUSGTIISNOP","454"
"2009-12-23","PDPUSGTIISNOP","881"
"2009-12-30","PDPUSGTIISNOP","590"
"2010-01-06","PDPUSGTIISNOP","1412"
"2010-01-13","PDPUSGTIISNOP","2474"
"2010-01-20","PDPUSGTIISNOP","3236"
"2010-01-27","PDPUSGTIISNOP","2696"
"2010-02-03","PDPUSGTIISNOP","1345"
"2010-02-10","PDPUSGTIISNOP","1869"
"2010-02-17","PDPUSGTIISNOP","625"
"2010-02-24","PDPUSGTIISNOP","2245"
"2010-03-03","PDPUSGTIISNOP","2917"
"2010-03-10","PDPUSGTIISNOP","1732"
"2010-03-17","PDPUSGTIISNOP","1477"
"2010-03-24","PDPUSGTIISNOP","1690"
"2010-03-31","PDPUSGTIISNOP","-23"
"2010-04-07","PDPUSGTIISNOP","2590"
"2010-04-14","PDPUSGTIISNOP","2804"
"2010-04-21","PDPUSGTIISNOP","626"
"2010-04-28","PDPUSGTIISNOP","2208"
"2010-05-05","PDPUSGTIISNOP","2481"
"2010-05-12","PDPUSGTIISNOP","2051"
"2010-05-19","PDPUSGTIISNOP","2947"
"2010-05-26","PDPUSGTIISNOP","3351"
"2010-06-02","PDPUSGTIISNOP","3166"
"2010-06-09","PDPUSGTIISNOP","2567"
"2010-06-16","PDPUSGTIISNOP","2758"
"2010-06-23","PDPUSGTIISNOP","2231"
"2010-06-30","PDPUSGTIISNOP","1533"
"2010-07-07","PDPUSGTIISNOP","1799"
"2010-07-14","PDPUSGTIISNOP","3378"
"2010-07-21","PDPUSGTIISNOP","2433"
"2010-07-28","PDPUSGTIISNOP","2519"
"2010-08-04","PDPUSGTIISNOP","1963"
"2010-08-11","PDPUSGTIISNOP","3124"
"2010-08-18","PDPUSGTIISNOP","3325"
"2010-08-25","PDPUSGTIISNOP","3987"
"2010-09-01","PDPUSGTIISNOP","2412"
"2010-09-08","PDPUSGTIISNOP","5519"
"2010-09-15","PDPUSGTIISNOP","4412"
"2010-09-22","PDPUSGTIISNOP","3618"
"2010-09-29","PDPUSGTIISNOP","1625"
"2010-10-06","PDPUSGTIISNOP","3144"
"2010-10-13","PDPUSGTIISNOP","985"
"2010-10-20","PDPUSGTIISNOP","3449"
"2010-10-27","PDPUSGTIISNOP","6404"
"2010-11-03","PDPUSGTIISNOP","4043"
"2010-11-10","PDPUSGTIISNOP","5151"
"2010-11-17","PDPUSGTIISNOP","4402"
"2010-11-24","PDPUSGTIISNOP","3696"
"2010-12-01","PDPUSGTIISNOP","4075"
"2010-12-08","PDPUSGTIISNOP","3949"
"2010-12-15","PDPUSGTIISNOP","3865"
"2010-12-22","PDPUSGTIISNOP","2434"
"2010-12-29","PDPUSGTIISNOP","2301"
"2011-01-05","PDPUSGTIISNOP","1217"
"2011-01-12","PDPUSGTIISNOP","1022"
"2011-01-19","PDPUSGTIISNOP","331"
"2011-01-26","PDPUSGTIISNOP","3305"
"2011-02-02","PDPUSGTIISNOP","518"
"2011-02-09","PDPUSGTIISNOP","2494"
"2011-02-16","PDPUSGTIISNOP","1543"
"2011-02-23","PDPUSGTIISNOP","3192"
"2011-03-02","PDPUSGTIISNOP","2918"
"2011-03-09","PDPUSGTIISNOP","2638"
"2011-03-16","PDPUSGTIISNOP","3596"
"2011-03-23","PDPUSGTIISNOP","-2373"
"2011-03-30","PDPUSGTIISNOP","515"
"2011-04-06","PDPUSGTIISNOP","304"
"2011-04-13","PDPUSGTIISNOP","563"
"2011-04-20","PDPUSGTIISNOP","-2261"
"2011-04-27","PDPUSGTIISNOP","579"
"2011-05-04","PDPUSGTIISNOP","-1570"
"2011-05-11","PDPUSGTIISNOP","-293"
"2011-05-18","PDPUSGTIISNOP","-2481"
"2011-05-25","PDPUSGTIISNOP","1132"
"2011-06-01","PDPUSGTIISNOP","-119"
"2011-06-08","PDPUSGTIISNOP","-58"
"2011-06-15","PDPUSGTIISNOP","8"
"2011-06-22","PDPUSGTIISNOP","-690"
"2011-06-29","PDPUSGTIISNOP","-105"
"2011-07-06","PDPUSGTIISNOP","165"
"2011-07-13","PDPUSGTIISNOP","-78"
"2011-07-20","PDPUSGTIISNOP","-619"
"2011-07-27","PDPUSGTIISNOP","2455"
"2011-08-03","PDPUSGTIISNOP","5191"
"2011-08-10","PDPUSGTIISNOP","2511"
"2011-08-17","PDPUSGTIISNOP","2550"
"2011-08-24","PDPUSGTIISNOP","4658"
"2011-08-31","PDPUSGTIISNOP","2986"
"2011-09-07","PDPUSGTIISNOP","3099"
"2011-09-14","PDPUSGTIISNOP","3144"
"2011-09-21","PDPUSGTIISNOP","2978"
"2011-09-28","PDPUSGTIISNOP","2729"
"2011-10-05","PDPUSGTIISNOP","2551"
"2011-10-12","PDPUSGTIISNOP","3054"
"2011-10-19","PDPUSGTIISNOP","1677"
"2011-10-26","PDPUSGTIISNOP","3410"
"2011-11-02","PDPUSGTIISNOP","3561"
"2011-11-09","PDPUSGTIISNOP","3053"
"2011-11-16","PDPUSGTIISNOP","2438"
"2011-11-23","PDPUSGTIISNOP","3637"
"2011-11-30","PDPUSGTIISNOP","3029"
"2011-12-07","PDPUSGTIISNOP","2320"
"2011-12-14","PDPUSGTIISNOP","2236"
"2011-12-21","PDPUSGTIISNOP","3726"
"2011-12-28","PDPUSGTIISNOP","3939"
"2012-01-04","PDPUSGTIISNOP","2821"
"2012-01-11","PDPUSGTIISNOP","3089"
"2012-01-18","PDPUSGTIISNOP","2098"
"2012-01-25","PDPUSGTIISNOP","3949"
"2012-02-01","PDPUSGTIISNOP","2497"
"2012-02-08","PDPUSGTIISNOP","4160"
"2012-02-15","PDPUSGTIISNOP","3462"
"2012-02-22","PDPUSGTIISNOP","4398"
"2012-02-29","PDPUSGTIISNOP","4128"
"2012-03-07","PDPUSGTIISNOP","4109"
"2012-03-14","PDPUSGTIISNOP","2677"
"2012-03-21","PDPUSGTIISNOP","1522"
